timestamp        , class_name, confidence, x1     , y1    , x2     , y2    , center_x, center_y, image_path
1776372452.677651, mouse     ,     0.9392,  591.26, 204.73, 1485.58, 795.99,  1038.42,   500.36, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-32_677_mouse_0.94.jpg
1776372452.772539, mouse     ,     0.9503,  591.47, 206.60, 1486.19, 795.81,  1038.83,   501.21, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-32_772_mouse_0.95.jpg
1776372452.866369, mouse     ,     0.9525,  592.15, 206.07, 1485.61, 796.44,  1038.88,   501.26, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-32_866_mouse_0.95.jpg
1776372452.962656, mouse     ,     0.9550,  596.20, 204.71, 1487.42, 795.75,  1041.81,   500.23, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-32_962_mouse_0.96.jpg
1776372453.058566, mouse     ,     0.9393,  596.38, 217.30, 1474.70, 796.82,  1035.54,   507.06, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-33_058_mouse_0.94.jpg
1776372453.152847, mouse     ,     0.9265,  598.09, 218.29, 1468.07, 794.34,  1033.08,   506.31, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-33_152_mouse_0.93.jpg
1776372453.247049, mouse     ,     0.9498,  601.56, 219.41, 1468.38, 794.39,  1034.97,   506.90, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-33_247_mouse_0.95.jpg
1776372453.343018, mouse     ,     0.9146,  607.28, 223.28, 1463.35, 792.62,  1035.32,   507.95, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-33_343_mouse_0.91.jpg
1776372453.436779, mouse     ,     0.9147,  607.28, 223.28, 1463.36, 792.61,  1035.32,   507.95, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-33_436_mouse_0.91.jpg
1776372453.531451, mouse     ,     0.9238,  607.47, 224.87, 1461.82, 792.00,  1034.65,   508.43, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-33_531_mouse_0.92.jpg
1776372453.626024, mouse     ,     0.9150,  607.82, 226.52, 1458.32, 791.44,  1033.07,   508.98, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-33_626_mouse_0.92.jpg
1776372453.720687, mouse     ,     0.8644,  609.45, 229.65, 1456.18, 792.59,  1032.82,   511.12, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-33_720_mouse_0.86.jpg
1776372453.814955, mouse     ,     0.8894,  608.27, 229.38, 1455.18, 791.40,  1031.73,   510.39, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-33_814_mouse_0.89.jpg
1776372453.909018, mouse     ,     0.8594,  610.59, 232.94, 1449.03, 792.08,  1029.81,   512.51, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-33_909_mouse_0.86.jpg
1776372454.003038, mouse     ,     0.8307,  607.94, 238.39, 1445.13, 793.79,  1026.53,   516.09, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-34_003_mouse_0.83.jpg
1776372454.096250, mouse     ,     0.8528,  608.01, 242.32, 1438.18, 796.59,  1023.10,   519.45, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-34_096_mouse_0.85.jpg
1776372454.189701, mouse     ,     0.8638,  608.47, 244.29, 1434.87, 796.85,  1021.67,   520.57, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-34_189_mouse_0.86.jpg
1776372454.283128, mouse     ,     0.9011,  634.24, 399.89, 1273.47, 885.15,   953.86,   642.52, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-34_283_mouse_0.90.jpg
1776372454.384621, mouse     ,     0.9111,  636.00, 396.24, 1264.93, 883.46,   950.46,   639.85, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-34_384_mouse_0.91.jpg
1776372454.484589, mouse     ,     0.8702,  638.98, 399.04, 1265.53, 881.51,   952.25,   640.28, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-34_484_mouse_0.87.jpg
1776372454.585435, mouse     ,     0.8569,  639.17, 392.54, 1262.47, 878.28,   950.82,   635.41, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-34_585_mouse_0.86.jpg
1776372454.890432, mouse     ,     0.5487,  924.83,  78.30, 1432.15, 507.52,  1178.49,   292.91, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-34_890_mouse_0.55.jpg
1776372454.995033, mouse     ,     0.3344, 1007.13,  86.79, 1435.25, 492.36,  1221.19,   289.58, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-34_995_mouse_0.33.jpg
1776372465.727390, mouse     ,     0.4721, 1265.45, 155.14, 1684.94, 492.18,  1475.19,   323.66, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-45_727_mouse_0.47.jpg
1776372465.828129, mouse     ,     0.3905, 1269.24, 150.53, 1685.60, 489.85,  1477.42,   320.19, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-45_828_mouse_0.39.jpg
1776372467.057152, mouse     ,     0.3892,    0.34, 817.38,  107.02, 912.03,    53.68,   864.70, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-47_057_mouse_0.39.jpg
1776372467.136357, mouse     ,     0.3240,    0.00, 813.67,  108.01, 912.38,    54.01,   863.03, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-47_136_mouse_0.32.jpg
1776372467.215326, mouse     ,     0.2619, 1453.40, 103.21, 1868.40, 435.13,  1660.90,   269.17, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-47_215_mouse_0.26.jpg
1776372467.294070, mouse     ,     0.2012, 1451.99, 104.70, 1870.98, 434.79,  1661.49,   269.74, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-47_294_mouse_0.20.jpg
1776372468.481200, mouse     ,     0.2328, 1529.23,  37.44, 1915.02, 389.03,  1722.12,   213.23, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-48_481_mouse_0.23.jpg
1776372468.639620, mouse     ,     0.2069, 1525.38,  23.46, 1917.40, 389.23,  1721.39,   206.34, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-48_639_mouse_0.21.jpg
1776372468.802829, mouse     ,     0.2626, 1493.84, 135.57, 1917.82, 399.95,  1705.83,   267.76, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-48_802_mouse_0.26.jpg
1776372470.068593, mouse     ,     0.3018, 1333.16, 230.92, 1871.45, 540.56,  1602.31,   385.74, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-50_068_mouse_0.30.jpg
1776372470.166353, mouse     ,     0.7090, 1021.84, 154.98, 1704.71, 627.82,  1363.28,   391.40, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-50_166_mouse_0.71.jpg
1776372470.166353, mouse     ,     0.2989, 1084.84, 282.88, 1684.76, 627.66,  1384.80,   455.27, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-50_166_mouse_0.30.jpg
1776372470.272355, mouse     ,     0.6986, 1022.14, 154.98, 1704.62, 627.90,  1363.38,   391.44, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-50_272_mouse_0.70.jpg
1776372470.272355, mouse     ,     0.3110, 1085.01, 282.84, 1684.85, 627.65,  1384.93,   455.25, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-50_272_mouse_0.31.jpg
1776372470.370379, mouse     ,     0.5482, 1009.55, 155.90, 1695.86, 632.08,  1352.71,   393.99, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-50_370_mouse_0.55.jpg
1776372470.370379, mouse     ,     0.3662, 1068.60, 284.44, 1676.11, 631.45,  1372.35,   457.95, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-50_370_mouse_0.37.jpg
1776372470.468019, mouse     ,     0.8325, 1112.21, 286.73, 1679.78, 630.40,  1395.99,   458.56, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-50_468_mouse_0.83.jpg
1776372470.468019, mouse     ,     0.5825, 1001.44, 152.40, 1695.16, 548.65,  1348.30,   350.52, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-50_468_mouse_0.58.jpg
1776372470.565418, mouse     ,     0.8063,  981.73, 152.72, 1684.85, 634.13,  1333.29,   393.43, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-50_565_mouse_0.81.jpg
1776372470.662202, mouse     ,     0.8807,  969.04, 152.36, 1667.39, 635.16,  1318.21,   393.76, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-50_662_mouse_0.88.jpg
1776372470.758344, mouse     ,     0.8172,  957.14, 153.04, 1660.07, 636.96,  1308.61,   395.00, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-50_758_mouse_0.82.jpg
1776372470.854512, mouse     ,     0.7327,  942.32, 152.85, 1649.97, 641.84,  1296.15,   397.34, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-50_854_mouse_0.73.jpg
1776372470.949762, mouse     ,     0.9057,  694.77, 116.06, 1504.19, 678.45,  1099.48,   397.26, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-50_949_mouse_0.91.jpg
1776372471.049118, mouse     ,     0.9201,  679.68, 116.63, 1498.41, 679.15,  1089.05,   397.89, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-51_049_mouse_0.92.jpg
1776372471.148141, mouse     ,     0.8657,  675.26, 110.51, 1493.73, 680.95,  1084.49,   395.73, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-51_148_mouse_0.87.jpg
1776372471.148141, mouse     ,     0.4804,  771.67, 275.09, 1490.91, 683.26,  1131.29,   479.18, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-51_148_mouse_0.48.jpg
1776372471.247842, mouse     ,     0.8997,  658.62, 104.91, 1490.29, 681.68,  1074.46,   393.30, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-51_247_mouse_0.90.jpg
1776372471.247842, mouse     ,     0.2470,  707.66, 260.40, 1484.38, 683.17,  1096.02,   471.78, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-51_247_mouse_0.25.jpg
1776372471.440661, mouse     ,     0.5129,  555.88, 119.69, 1503.35, 756.43,  1029.61,   438.06, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-51_440_mouse_0.51.jpg
1776372471.537024, mouse     ,     0.2877,  553.30, 119.97, 1506.12, 764.48,  1029.71,   442.22, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-51_537_mouse_0.29.jpg
1776372471.634482, mouse     ,     0.6866,  553.88, 130.60, 1509.07, 767.03,  1031.48,   448.82, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-51_634_mouse_0.69.jpg
1776372471.732801, mouse     ,     0.8152,  563.10, 131.57, 1512.87, 773.28,  1037.98,   452.42, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-51_732_mouse_0.82.jpg
1776372471.829973, mouse     ,     0.7402,  630.71, 203.31, 1537.89, 817.12,  1084.30,   510.21, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-51_829_mouse_0.74.jpg
1776372471.829973, mouse     ,     0.2872,  885.95, 202.47, 1535.72, 801.41,  1210.84,   501.94, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-51_829_mouse_0.29.jpg
1776372471.927081, mouse     ,     0.8267,  647.62, 207.80, 1543.47, 809.18,  1095.55,   508.49, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-51_927_mouse_0.83.jpg
1776372472.023884, mouse     ,     0.8856,  654.36, 208.81, 1545.95, 806.34,  1100.16,   507.58, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-52_023_mouse_0.89.jpg
1776372472.122228, mouse     ,     0.7840,  663.38, 207.94, 1547.62, 804.82,  1105.50,   506.38, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-52_122_mouse_0.78.jpg
1776372472.221175, mouse     ,     0.8572,  670.97, 213.35, 1549.44, 805.30,  1110.20,   509.33, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-52_221_mouse_0.86.jpg
1776372472.316365, mouse     ,     0.5581,  656.00, 277.61, 1524.75, 854.80,  1090.37,   566.21, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-52_316_mouse_0.56.jpg
1776372472.415334, mouse     ,     0.6116,  656.44, 275.19, 1524.45, 854.27,  1090.45,   564.73, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-52_415_mouse_0.61.jpg
1776372472.513068, mouse     ,     0.6688,  651.25, 273.14, 1523.46, 852.71,  1087.36,   562.92, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-52_513_mouse_0.67.jpg
1776372472.610405, mouse     ,     0.7844,  647.60, 269.43, 1519.41, 851.56,  1083.51,   560.49, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-52_610_mouse_0.78.jpg
1776372472.709335, mouse     ,     0.6017,  645.57, 269.39, 1514.56, 850.31,  1080.07,   559.85, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-52_709_mouse_0.60.jpg
1776372473.371655, mouse     ,     0.6282,  621.83,  94.73, 1554.59, 715.64,  1088.21,   405.18, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-53_371_mouse_0.63.jpg
1776372473.467214, mouse     ,     0.6115,  621.00,  85.88, 1557.41, 709.33,  1089.20,   397.61, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-53_467_mouse_0.61.jpg
1776372473.563990, mouse     ,     0.6895,  624.69,  81.35, 1563.88, 704.36,  1094.29,   392.85, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-53_563_mouse_0.69.jpg
1776372473.662844, mouse     ,     0.6111,  629.30,  79.40, 1572.18, 702.17,  1100.74,   390.79, /home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-16T22-47-53_662_mouse_0.61.jpg
1776978051.410065,mouse,0.2416,643.32,333.79,1385.42,853.65,1014.37,593.72,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-00-51_410_mouse_0.24.jpg
1776978051.604336,mouse,0.1567,640.80,323.34,1388.43,857.31,1014.62,590.32,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-00-51_604_mouse_0.16.jpg
1776978051.795216,mouse,0.2689,640.70,338.44,1384.83,859.25,1012.77,598.85,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-00-51_795_mouse_0.27.jpg
1776978051.990387,mouse,0.1089,766.89,294.89,1477.47,803.37,1122.18,549.13,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-00-51_990_mouse_0.11.jpg
1776978051.990387,mouse,0.0887,956.73,294.31,1480.97,742.22,1218.85,518.27,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-00-51_990_mouse_0.09.jpg
1776978052.180269,mouse,0.2062,770.07,302.37,1477.78,799.81,1123.92,551.09,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-00-52_180_mouse_0.21.jpg
1776978052.180269,mouse,0.0614,925.96,138.87,1481.01,791.20,1203.48,465.04,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-00-52_180_mouse_0.06.jpg
1776978052.370580,mouse,0.2018,767.82,298.62,1478.89,800.73,1123.35,549.68,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-00-52_370_mouse_0.20.jpg
1776978052.565433,mouse,0.5717,771.91,281.91,1476.72,783.70,1124.31,532.81,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-00-52_565_mouse_0.57.jpg
1776978052.746881,mouse,0.2924,765.01,283.90,1480.99,784.20,1123.00,534.05,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-00-52_746_mouse_0.29.jpg
1776978052.930778,mouse,0.3927,768.65,280.29,1481.12,783.87,1124.89,532.08,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-00-52_930_mouse_0.39.jpg
1776978053.113417,mouse,0.1329,769.46,265.62,1487.86,771.56,1128.66,518.59,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-00-53_113_mouse_0.13.jpg
1776978053.299065,mouse,0.1227,767.97,237.96,1489.08,772.24,1128.53,505.10,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-00-53_299_mouse_0.12.jpg
1776978148.685831,probe,0.0132,6.40,532.04,729.53,1080.00,367.96,806.02,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-02-28_685_probe_0.01.jpg
1776978148.685831,probe,0.0131,916.57,6.38,1913.85,1054.42,1415.21,530.40,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-02-28_685_probe_0.01.jpg
1776978148.685831,probe,0.0130,0.00,18.23,1443.40,1043.08,721.70,530.65,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-02-28_685_probe_0.01.jpg
1776978148.685831,probe,0.0130,0.00,672.92,389.28,1080.00,194.64,876.46,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-02-28_685_probe_0.01.jpg
1776978148.685831,probe,0.0130,1577.40,414.01,1920.00,1080.00,1748.70,747.01,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-02-28_685_probe_0.01.jpg
1776978148.685831,probe,0.0130,2.40,100.72,970.38,1055.18,486.39,577.95,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-02-28_685_probe_0.01.jpg
1776978148.685831,probe,0.0129,7.99,471.17,1004.68,1080.00,506.33,775.59,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-02-28_685_probe_0.01.jpg
1776978148.685831,probe,0.0129,1378.41,0.00,1916.00,1005.37,1647.21,502.68,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-02-28_685_probe_0.01.jpg
1776978148.685831,probe,0.0129,0.00,330.05,567.36,1045.63,283.68,687.84,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-02-28_685_probe_0.01.jpg
1776978148.685831,probe,0.0129,1479.39,629.81,1920.00,1080.00,1699.70,854.91,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-02-28_685_probe_0.01.jpg
1776978148.685831,probe,0.0129,979.94,0.00,1879.01,575.30,1429.48,287.65,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-02-28_685_probe_0.01.jpg
1776978148.685831,probe,0.0129,1618.48,10.56,1920.00,1001.15,1769.24,505.86,/home/conni/Documents/RoverTräff/rover-traeff/data/detections/live_phone_yolo/images/2026-04-23T23-02-28_685_probe_0.01.jpg
